tick,agent_id,action,action_name,message,reasoning,pool_pct,own_herd,payoff_add,payoff_keep,payoff_remove
107,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
107,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
108,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
108,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
108,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
109,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
109,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
109,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
110,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
110,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
110,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
111,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
111,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
111,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
112,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
112,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
112,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
113,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
113,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
113,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
114,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
114,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
114,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
115,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
115,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
115,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
116,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
116,2,0,KEEP,"Holding at 20 — our coordination remains strong. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
116,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
117,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
117,1,0,KEEP,"Holding steady at 20. Our coordination remains strong—pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
117,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
118,0,0,KEEP,"Holding at 20. Our coordination remains strong—pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
118,2,0,KEEP,"Holding at 20 — our coordination remains strong. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
118,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
119,0,0,KEEP,"Holding at 20. Our coordination remains strong — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
119,2,0,KEEP,"Holding at 20 — our coordination remains strong. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
119,1,0,KEEP,"Holding steady at 20. Our coordination remains strong—pasture at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
120,0,0,KEEP,"Holding at 20. Our coordination remains strong — pasture at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
120,2,0,KEEP,"Holding at 20 — our coordination remains strong. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
120,1,0,KEEP,"Holding steady at 20. Our coordination remains strong — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
